GEODB_OID,OBJECTID,PRORAGIS_I,PARK_ID,PARK_NAME,ADDRESS,CITY_MUNIC,COUNTY,STATE,STREET_NUM,STREET_NAM,STREET_TYP,ZIP_CODE,REFERENCE,REFERENCE_,PARK_ACRES,ACRE_SOURC,YEAR_OPEN,PARK_STATU,STATUS_COM,DEVELOPMEN,PARK_TYPE,SERVICE_AR,COUNCIL_DI,COUNCIL_00,MANAGEMENT,LAND_OWNER,LANDOWNER_,MANAGING_A,MANAGING00,UNIT,MODIFIED_B,MODIFIED_D,SHAPE_AREA,SHAPE_LEN
286,286,80,377,Copperfield Neighborhood Park,"1425 E Yager Ln., Austin, Texas 78753",Austin,Travis,TX,1425,E Yager,Ln.,78753,Other,Street Address,7.25415357,GIS Value,1996,Open,Developed,Developed,Neighborhood,0-5 miles,1;7,1;4;6;7;10,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,315989.6657,4277.019579
287,287,25,327,Brownie Pocket Park,"10000 Brownie Dr., Austin, Texas 78753",Austin,Travis,TX,10000,Brownie,Dr.,78753,Other,Street Address,1.57095695,GIS Value,2005,Open,Developed,Developed,Pocket,0-0.5 miles,4,1;4,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,68430.61081,1848.490957
288,288,23,125,Brentwood Neighborhood Park,"6710 Arroyo Seco, Austin, Texas 78757",Austin,Travis,TX,6710,Arroyo Seco,,78757,Other,Street Address,8.22296073,GIS Value,2001,Open,Developed,Developed,Neighborhood,0-5 miles,7,1;3;4;6;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,358190.7367,2602.810504
267,267,82,376,Country Club Creek Greenbelt,"3109 Burleson Rd., Austin, Texas 78741",Austin,Travis,TX,3109,Burleson,Rd.,78741,Other,Street Address,8.13526845,GIS Value,2009,Planned,Trail Only,Developed,Greenbelt,0-5 miles,3,1;2;3;5;8;9;10,Corridor,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,354370.8761,4867.618
268,268,51,110,Balcones District Park,"12017 Amherst Dr., Austin, Texas 78759",Austin,Travis,TX,12017,Amherst,Dr.,78759,Other,Street Address,51.22786926,GIS Value,1979,Open,Developed,Developed,District,0-5 miles,7,1;4;6;7;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,2231477.059,10218.04957
269,269,83,213,Covert Park at Mount Bonnell,"3800 Mount Bonnell Rd., Austin, Texas 78731",Austin,Travis,TX,3800,Mount Bonnell,Rd.,78731,Other,Street Address,6.03357103,GIS Value,1972,Open,Undeveloped,Developed,Special,0-25 miles,10,Citywide,Passive Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,262821.3029,3150.681436
270,270,79,146,Cook School Park,"1505 Cripple Creek Dr., Austin, Texas 78758",Austin,Travis,TX,1505,Cripple Creek,Dr.,78758,Other,Street Address,7.74103389,GIS Value,1976,Open,Developed,Developed,School,0-5 miles,4,1;4;6;7;9;10,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,337198.0874,2914.793439
271,271,32,101,Alamo Pocket Park,"2100 Alamo St., Austin, Texas  78722",Austin,Travis,TX,2100,Alamo,St.,78722,Other,Street Address,1.85393314,GIS Value,1975,Open,Undeveloped,Developed,Pocket,0-0.5 miles,1,1;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,80757.00434,1143.602269
275,275,1,112,Barrow Nature Preserve,"7515 Step Down Cv., Austin, Texas 78731",Austin,Travis,TX,7515,Step Down,Cv.,78731,Other,Street Address,7.03700011,GIS Value,1974,Open_Restricted,Undeveloped,Undeveloped,Nature Preserve,0-25 miles,10,Citywide,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,306530.4989,3768.707895
276,276,35,102,Andrews School Park,"2400 Lehigh Dr., Austin, Texas 78723",Austin,Travis,TX,2400,Lehigh,Dr.,78723,Other,Street Address,3.13108634,GIS Value,1967,Open,Developed,Developed,School,0-5 miles,1,1;3;4;7;9,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,136389.5753,1954.782405
277,277,70,141,Colorado/Walnut Greenbelt,"8001 Delwau Ln., Austin, Texas 78725",Austin,Travis,TX,8001,Delwau,Ln.,78725,Other,Street Address,100.2348321,GIS Value,1985,Closed,Undeveloped,Undeveloped,Greenbelt,0-5 miles,1;2,1;2;3;4;9,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,4366226.276,25357.29941
278,278,39,405,Astor Place Pocket Park,"1716 Astor Pl., Austin, Texas 78721",Austin,Travis,TX,1716,Astor,Pl.,78721,Other,Street Address,1.44200129,GIS Value,2013,Open,Undeveloped,Undeveloped,Pocket,0-0.5 miles,1,1;9,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,62804.86386,1143.645471
